6610,81.11111111111111
7318,78.88888888888889
8044,77.5
8788,78.61111111111111
9550,86.11111111111111
10330,80.83333333333333
11128,84.44444444444444
11944,79.72222222222223
12778,85.27777777777777
13630,80.0
14500,85.83333333333333
15388,85.0
16294,82.5
17218,82.77777777777777
18160,77.5
19120,83.88888888888889
20098,89.16666666666667
21094,87.77777777777777
22108,84.72222222222223
23140,84.44444444444444
24190,85.83333333333333
25258,84.16666666666667
26344,84.16666666666667
27448,86.11111111111111
28570,84.72222222222223
29710,84.16666666666667
30868,84.16666666666667
32044,86.66666666666667
33238,88.33333333333333
34450,90.0
35680,87.22222222222223
36928,86.94444444444444
38194,90.27777777777777
39478,86.38888888888889
40780,78.61111111111111
42100,91.38888888888889
43438,87.22222222222223
44794,87.22222222222223
46168,91.11111111111111
47560,90.0
48970,90.0
50398,86.11111111111111
51844,90.27777777777777
53308,90.55555555555556
54790,90.55555555555556
56290,90.27777777777777
57808,89.16666666666667
59344,89.16666666666667
60898,87.5
62470,86.94444444444444
64060,89.44444444444444
65668,89.44444444444444
67294,87.22222222222223
68938,84.72222222222223
70600,86.66666666666667
72280,77.5
73978,87.5
75694,91.38888888888889
77428,86.11111111111111
79180,90.0
80950,87.22222222222223
82738,85.0
84544,86.66666666666667
86368,85.83333333333333
88210,90.27777777777777
90070,92.77777777777777
91948,92.77777777777777
93844,89.16666666666667
95758,87.77777777777777
97690,91.66666666666667
99640,91.11111111111111
101608,91.94444444444444
103594,91.94444444444444
105598,82.5
107620,91.66666666666667
109660,89.44444444444444
111718,89.44444444444444
113794,93.05555555555556
115888,86.66666666666667
118000,89.44444444444444
120130,90.55555555555556
122278,89.16666666666667
124444,90.27777777777777
126628,82.22222222222223
128830,83.33333333333333
131050,89.16666666666667
133288,89.16666666666667
135544,85.0
137818,85.0
140110,86.94444444444444
142420,90.0
144748,86.94444444444444
147094,93.05555555555556
149458,90.27777777777777
151840,90.27777777777777
154240,92.5
156658,77.5
159094,93.61111111111111
161548,91.38888888888889
