5866,40.28937117417919
7151,42.960489705064
8536,42.01446855870896
10021,43.01613800779076
11606,42.73789649415693
13291,44.184752365052866
15076,45.96549805230941
16961,43.35002782415137
18946,45.18642181413467
21031,44.4629938786867
23216,45.742904841402336
25501,45.01947690595437
27886,46.18809126321647
30371,44.963828603227604
32956,46.29938786867
35641,45.01947690595437
38426,45.07512520868113
41311,47.18976071229827
44296,46.132442960489705
47381,46.18809126321647
50566,45.52031163049527
53851,45.742904841402336
57236,46.021146355036166
60721,46.410684474123535
64306,46.021146355036166
67991,45.68725653867557
71776,45.52031163049527
75661,44.7968836950473
79646,46.07679465776294
83731,45.353366722314966
87916,47.07846410684474
92201,45.85420144685587
96586,44.629938786867
101071,44.40734557595994
105656,46.07679465776294
110341,45.353366722314966
115126,44.963828603227604
120011,45.68725653867557
124996,46.07679465776294
130081,45.742904841402336
135266,45.4646633277685
140551,45.353366722314966
145936,44.40734557595994
151421,44.574290484140235
157006,45.96549805230941
